Year,Month,Day,Period,Value
2025,6,12,1,10.914444997725498
2025,6,12,2,10.832349137181
2025,6,12,3,10.684877334895502
2025,6,12,4,10.04789615753
2025,6,12,5,9.898704656010498
2025,6,12,6,9.724874816530496
2025,6,12,7,9.3000784807535
2025,6,12,8,10.332650448323498
2025,6,12,9,9.802485111968998
2025,6,12,10,10.025737737806999
2025,6,12,11,9.987513479410499
2025,6,12,12,9.7172443698
2025,6,12,13,9.608430203713
2025,6,12,14,9.571434469784
2025,6,12,15,8.515000527357499
2025,6,12,16,8.461037850000999
2025,6,12,17,8.285422125898497
2025,6,12,18,8.285422125898497
2025,6,12,19,8.285422125898497
2025,6,12,20,8.753120965831
2025,6,12,21,8.366047119682998
2025,6,12,22,8.4296302708145
2025,6,12,23,8.2917930254555
2025,6,12,24,7.924305625070998
2025,6,12,25,7.5043039425144995
2025,6,12,26,7.5043039425144995
2025,6,12,27,7.082461127439499
2025,6,12,28,7.082461127439499
2025,6,12,29,6.8412449808615
2025,6,12,30,6.8412449808615
2025,6,12,31,6.882398842104498
2025,6,12,32,6.629832091223
2025,6,12,33,6.540878025153999
2025,6,12,34,5.814976715063999
2025,6,12,35,5.871440155168499
2025,6,12,36,6.003310917015499
2025,6,12,37,5.8906554312485
2025,6,12,38,6.030453741894999
2025,6,12,39,6.082147368637997
2025,6,12,40,6.3783476278225
2025,6,12,41,6.6627241322014985
2025,6,12,42,6.534099365029499
2025,6,12,43,6.9599776628745005
2025,6,12,44,6.872348136186499
2025,6,12,45,6.9369435748470005
2025,6,12,46,6.9369435748470005
2025,6,12,47,6.95347451909
2025,6,12,48,7.0944784487445
2025,6,12,49,7.4642071673235
2025,6,12,50,7.4642071673235
2025,6,12,51,7.526531874069999
2025,6,12,52,7.160436590499499
2025,6,12,53,7.082881759898999
2025,6,12,54,7.312405835465499
2025,6,12,55,7.3028179029904985
2025,6,12,56,7.324697696871498
2025,6,12,57,7.6094140408935
2025,6,12,58,7.433435282432501
2025,6,12,59,7.4848595214469995
2025,6,12,60,7.724753442692001
2025,6,12,61,7.665761796676501
2025,6,12,62,7.665761796676501
2025,6,12,63,7.860936541458
2025,6,12,64,7.690385816465001
2025,6,12,65,7.6406997167545
2025,6,12,66,7.6406997167545
2025,6,12,67,7.6003428100270005
2025,6,12,68,7.31812184136
2025,6,12,69,7.036002907746999
2025,6,12,70,7.148322928868
2025,6,12,71,7.6308895814360005
2025,6,12,72,7.645848148141498
2025,6,12,73,7.18012828929
2025,6,12,74,7.181257363928999
2025,6,12,75,6.9532695631355
2025,6,12,76,6.6120044846459995
2025,6,12,77,6.5210438316265
2025,6,12,78,6.6592959785605
2025,6,12,79,6.8866354120299995
2025,6,12,80,7.5533737642385
2025,6,12,81,7.866061253852999
2025,6,12,82,8.0024066794705
2025,6,12,83,8.309266835787499
2025,6,12,84,8.726780446703
2025,6,12,85,9.265134276925998
2025,6,12,86,9.277894552267
2025,6,12,87,9.8024426455725
2025,6,12,88,9.953531467588498
2025,6,12,89,10.610806014303
2025,6,12,90,9.9621046538585
2025,6,12,91,10.8112402286185
2025,6,12,92,11.0843827892545
2025,6,12,93,11.193678873915998
2025,6,12,94,11.036176125512998
2025,6,12,95,11.036176125512998
2025,6,12,96,10.3294095517855
