Year,Month,Day,Period,Value
2025,6,12,1,10.825392331517499
2025,6,12,2,13.321626686444997
2025,6,12,3,12.932511904196499
2025,6,12,4,12.932511904196499
2025,6,12,5,10.187613223397499
2025,6,12,6,12.3559077283015
2025,6,12,7,11.974570985657497
2025,6,12,8,11.974570985657497
2025,6,12,9,9.784094360116999
2025,6,12,10,9.784094360116999
2025,6,12,11,9.784094360116999
2025,6,12,12,9.2679313282105
2025,6,12,13,9.329488042198498
2025,6,12,14,13.0063519465385
2025,6,12,15,13.0063519465385
2025,6,12,16,12.624632319343
2025,6,12,17,12.3561692518825
2025,6,12,18,11.943743527457498
2025,6,12,19,11.943743527457498
2025,6,12,20,11.943743527457498
2025,6,12,21,11.342669812556498
2025,6,12,22,10.952920583429
2025,6,12,23,10.952920583429
2025,6,12,24,10.5658802367415
2025,6,12,25,9.950969581432
2025,6,12,26,9.950969581432
2025,6,12,27,9.567934671047498
2025,6,12,28,9.145826427435498
2025,6,12,29,8.835778597684499
2025,6,12,30,8.835778597684499
2025,6,12,31,8.4515310357555
2025,6,12,32,8.4515310357555
2025,6,12,33,8.179113278341498
2025,6,12,34,8.179113278341498
2025,6,12,35,8.179113278341498
2025,6,12,36,8.610013620779998
2025,6,12,37,8.816844948477499
2025,6,12,38,9.210204598683
2025,6,12,39,9.603659142935001
2025,6,12,40,10.4537315274865
2025,6,12,41,10.929373499885498
2025,6,12,42,11.762514953381498
2025,6,12,43,12.1893635243215
2025,6,12,44,12.1893635243215
2025,6,12,45,12.4240441666
2025,6,12,46,10.978422910983
2025,6,12,47,10.978422910983
2025,6,12,48,11.364590445769
2025,6,12,49,11.385031371835
2025,6,12,50,11.8175305768135
2025,6,12,51,11.8175305768135
2025,6,12,52,11.8175305768135
2025,6,12,53,11.6770426256275
2025,6,12,54,11.6770426256275
2025,6,12,55,11.6770426256275
2025,6,12,56,12.077928716953
2025,6,12,57,12.347429020272498
2025,6,12,58,12.347429020272498
2025,6,12,59,12.730861169537498
2025,6,12,60,12.730861169537498
2025,6,12,61,13.494923842922498
2025,6,12,62,15.105991413292998
2025,6,12,63,15.105991413292998
2025,6,12,64,14.693691479071001
2025,6,12,65,14.335043362397998
2025,6,12,66,13.948297622946498
2025,6,12,67,14.349531309591496
2025,6,12,68,14.349531309591496
2025,6,12,69,13.652165085822997
2025,6,12,70,13.652165085822997
2025,6,12,71,13.207968494753999
2025,6,12,72,13.207968494753999
2025,6,12,73,12.5826183373055
2025,6,12,74,12.180567032419498
2025,6,12,75,12.180567032419498
2025,6,12,76,11.790684275491
2025,6,12,77,11.809273655822501
2025,6,12,78,11.809273655822501
2025,6,12,79,12.219724231808499
2025,6,12,80,12.607268842096499
2025,6,12,81,12.9957623928495
2025,6,12,82,12.9957623928495
2025,6,12,83,13.703503
2025,6,12,84,13.703503
2025,6,12,85,14.0101478594605
2025,6,12,86,14.0101478594605
2025,6,12,87,13.906755923642999
2025,6,12,88,14.695605919907
2025,6,12,89,14.919662803974502
2025,6,12,90,14.919662803974502
2025,6,12,91,15.305071186388497
2025,6,12,92,15.699850938926
2025,6,12,93,15.648275798672
2025,6,12,94,15.648275798672
2025,6,12,95,15.648275798672
2025,6,12,96,15.648275798672
