Year,Month,Day,Period,Value
2025,6,12,1,14.925034269815999
2025,6,12,2,14.925034269815999
2025,6,12,3,14.537486369241
2025,6,12,4,14.126421178490498
2025,6,12,5,13.9977850941775
2025,6,12,6,13.9977850941775
2025,6,12,7,13.603925591525496
2025,6,12,8,13.603925591525496
2025,6,12,9,13.088802001055
2025,6,12,10,13.088802001055
2025,6,12,11,12.701054369212
2025,6,12,12,12.701054369212
2025,6,12,13,12.269292260835499
2025,6,12,14,12.250392798072
2025,6,12,15,12.250392798072
2025,6,12,16,11.839825254190998
2025,6,12,17,11.261480986514
2025,6,12,18,8.536776062528999
2025,6,12,19,9.3206981670275
2025,6,12,20,8.923851156093498
2025,6,12,21,10.761176360572001
2025,6,12,22,10.521545770758001
2025,6,12,23,10.968185345689001
2025,6,12,24,10.584200392051
2025,6,12,25,10.56487942906
2025,6,12,26,10.148873113081999
2025,6,12,27,10.148873113081999
2025,6,12,28,9.76170807898
2025,6,12,29,9.488969247405997
2025,6,12,30,9.488969247405997
2025,6,12,31,9.488969247405997
2025,6,12,32,9.488969247405997
2025,6,12,33,9.871784558251
2025,6,12,34,9.871784558251
2025,6,12,35,9.871784558251
2025,6,12,36,9.871784558251
2025,6,12,37,9.529155945055999
2025,6,12,38,9.529155945055999
2025,6,12,39,9.9168892406485
2025,6,12,40,9.9168892406485
2025,6,12,41,9.9843172729245
2025,6,12,42,9.9843172729245
2025,6,12,43,9.9843172729245
2025,6,12,44,9.9843172729245
2025,6,12,45,9.9997563842385
2025,6,12,46,9.2315867456945
2025,6,12,47,9.303660193173501
2025,6,12,48,10.356593794508498
2025,6,12,49,10.461319778998
2025,6,12,50,10.461319778998
2025,6,12,51,10.461319778998
2025,6,12,52,10.844607372576998
2025,6,12,53,10.875941299954498
2025,6,12,54,10.875941299954498
2025,6,12,55,11.268665382414
2025,6,12,56,11.268665382414
2025,6,12,57,10.5998182454945
2025,6,12,58,10.5998182454945
2025,6,12,59,11.416865151658998
2025,6,12,60,11.8085167090275
2025,6,12,61,12.262040540601499
2025,6,12,62,12.262040540601499
2025,6,12,63,11.875431655395
2025,6,12,64,11.875431655395
2025,6,12,65,11.645758341810996
2025,6,12,66,11.645758341810996
2025,6,12,67,11.229766362083499
2025,6,12,68,11.229766362083499
2025,6,12,69,10.788722245609
2025,6,12,70,10.788722245609
2025,6,12,71,10.405023076899
2025,6,12,72,10.405023076899
2025,6,12,73,10.1489955949195
2025,6,12,74,10.1489955949195
2025,6,12,75,9.734121372689998
2025,6,12,76,9.221484353344998
2025,6,12,77,9.809420133040001
2025,6,12,78,9.809420133040001
2025,6,12,79,10.213286591640001
2025,6,12,80,10.594126790203001
2025,6,12,81,11.0317337499435
2025,6,12,82,11.424024165344997
2025,6,12,83,11.80820223352
2025,6,12,84,12.187585901573497
2025,6,12,85,12.915539049099499
2025,6,12,86,13.325299984546
2025,6,12,87,13.723737596145499
2025,6,12,88,14.115251214558999
2025,6,12,89,14.571842569856
2025,6,12,90,14.571842569856
2025,6,12,91,14.952411337820001
2025,6,12,92,14.952411337820001
2025,6,12,93,15.4115703643935
2025,6,12,94,15.4115703643935
2025,6,12,95,15.4115703643935
2025,6,12,96,15.4115703643935
