Year,Month,Day,Period,Value
2025,6,12,1,16.3957319416055
2025,6,12,2,16.742893431341
2025,6,12,3,15.354656841953
2025,6,12,4,14.877466771441998
2025,6,12,5,14.604586674469003
2025,6,12,6,14.051055093806497
2025,6,12,7,13.595774610544499
2025,6,12,8,15.702842316006997
2025,6,12,9,15.551979963360502
2025,6,12,10,15.066584820996498
2025,6,12,11,15.066584820996498
2025,6,12,12,15.066584820996498
2025,6,12,13,14.730304201899
2025,6,12,14,14.730304201899
2025,6,12,15,14.232430429145497
2025,6,12,16,14.232430429145497
2025,6,12,17,13.6056645985975
2025,6,12,18,13.6056645985975
2025,6,12,19,13.1156902444975
2025,6,12,20,13.1156902444975
2025,6,12,21,12.581096724196
2025,6,12,22,12.581096724196
2025,6,12,23,11.597084095745501
2025,6,12,24,11.597084095745501
2025,6,12,25,11.412208708570999
2025,6,12,26,11.412208708570999
2025,6,12,27,10.933254248773999
2025,6,12,28,10.933254248773999
2025,6,12,29,10.4357964623055
2025,6,12,30,10.4357964623055
2025,6,12,31,10.4357964623055
2025,6,12,32,9.9598036043
2025,6,12,33,9.302323957002999
2025,6,12,34,9.809681656621
2025,6,12,35,9.809681656621
2025,6,12,36,9.809681656621
2025,6,12,37,10.167699737569
2025,6,12,38,10.167699737569
2025,6,12,39,10.167699737569
2025,6,12,40,10.646034068658999
2025,6,12,41,10.5914200952615
2025,6,12,42,11.096988041457998
2025,6,12,43,11.576610067946
2025,6,12,44,11.576610067946
2025,6,12,45,11.851754370494499
2025,6,12,46,11.851754370494499
2025,6,12,47,11.851754370494499
2025,6,12,48,12.329507206631996
2025,6,12,49,12.364884083199998
2025,6,12,50,12.364884083199998
2025,6,12,51,12.364884083199998
2025,6,12,52,12.364884083199998
2025,6,12,53,11.988972879191
2025,6,12,54,12.4988684567175
2025,6,12,55,12.988879220916502
2025,6,12,56,12.988879220916502
2025,6,12,57,13.609421744781503
2025,6,12,58,13.609421744781503
2025,6,12,59,14.097413249001498
2025,6,12,60,14.097413249001498
2025,6,12,61,13.894973550523998
2025,6,12,62,13.894973550523998
2025,6,12,63,13.894973550523998
2025,6,12,64,13.894973550523998
2025,6,12,65,13.913612592495
2025,6,12,66,13.0204161879275
2025,6,12,67,13.0204161879275
2025,6,12,68,13.0204161879275
2025,6,12,69,12.662395901402501
2025,6,12,70,12.662395901402501
2025,6,12,71,12.662395901402501
2025,6,12,72,12.662395901402501
2025,6,12,73,12.0057647865815
2025,6,12,74,12.0057647865815
2025,6,12,75,11.994669866503498
2025,6,12,76,11.994669866503498
2025,6,12,77,12.179954623232
2025,6,12,78,12.179954623232
2025,6,12,79,12.179954623232
2025,6,12,80,12.690009092694998
2025,6,12,81,13.0123998194575
2025,6,12,82,13.0123998194575
2025,6,12,83,13.495017634180497
2025,6,12,84,13.970547067916998
2025,6,12,85,14.154634630218498
2025,6,12,86,14.154634630218498
2025,6,12,87,14.639937084113003
2025,6,12,88,15.115576850934998
2025,6,12,89,15.811426975536499
2025,6,12,90,16.2878534825215
2025,6,12,91,16.765242181511997
2025,6,12,92,17.2518676561935
2025,6,12,93,16.960350740905
2025,6,12,94,17.446574547473496
2025,6,12,95,17.446574547473496
2025,6,12,96,17.446574547473496
