Year,Month,Day,Period,Value
2025,6,12,1,6.1845399249755
2025,6,12,2,6.447844220147
2025,6,12,3,6.447844220147
2025,6,12,4,6.316368202347499
2025,6,12,5,5.969311423283999
2025,6,12,6,5.969311423283999
2025,6,12,7,5.969311423283999
2025,6,12,8,5.969311423283999
2025,6,12,9,5.701800206926999
2025,6,12,10,5.701800206926999
2025,6,12,11,5.701800206926999
2025,6,12,12,5.569556485625
2025,6,12,13,5.372380631678501
2025,6,12,14,5.404260059714999
2025,6,12,15,5.238640010576499
2025,6,12,16,5.238640010576499
2025,6,12,17,5.138650520773001
2025,6,12,18,5.138650520773001
2025,6,12,19,5.138650520773001
2025,6,12,20,5.002591982872
2025,6,12,21,5.02535404371
2025,6,12,22,4.764349821858
2025,6,12,23,4.764349821858
2025,6,12,24,4.6900831811515
2025,6,12,25,4.4633362705195
2025,6,12,26,4.535784828795
2025,6,12,27,4.51726684046
2025,6,12,28,4.842508420123
2025,6,12,29,6.1421535800735
2025,6,12,30,6.165624806231
2025,6,12,31,6.081888936480499
2025,6,12,32,5.752636858534499
2025,6,12,33,7.872163036858998
2025,6,12,34,9.07952853643
2025,6,12,35,5.580006690236001
2025,6,12,36,10.343142830074997
2025,6,12,37,5.611317260191499
2025,6,12,38,5.999731880213499
2025,6,12,39,8.249917416256999
2025,6,12,40,7.0075420155894985
2025,6,12,41,7.4565466198905
2025,6,12,42,8.803767847424
2025,6,12,43,8.3229019659005
2025,6,12,44,8.961447150458
2025,6,12,45,9.232967581524502
2025,6,12,46,9.055659456723003
2025,6,12,47,9.2409251948695
2025,6,12,48,8.671218237902
2025,6,12,49,6.7117989435915
2025,6,12,50,8.485302649994498
2025,6,12,51,8.092249484599499
2025,6,12,52,7.284449966205499
2025,6,12,53,9.854321703490001
2025,6,12,54,9.92264433226
2025,6,12,55,9.8514674156745
2025,6,12,56,9.126771019530999
2025,6,12,57,8.2854625494245
2025,6,12,58,10.6858880676735
2025,6,12,59,10.415741168722999
2025,6,12,60,12.258876459609999
2025,6,12,61,8.699555129628001
2025,6,12,62,10.119158061144
2025,6,12,63,7.9418876171470005
2025,6,12,64,10.810829521255497
2025,6,12,65,7.439264297030499
2025,6,12,66,7.294397136554
2025,6,12,67,9.411394421984498
2025,6,12,68,9.456504708716999
2025,6,12,69,7.6748557883745
2025,6,12,70,6.793430837512
2025,6,12,71,8.379354956632
2025,6,12,72,6.219273098472501
2025,6,12,73,7.005260111162498
2025,6,12,74,8.077405969467998
2025,6,12,75,6.9107799899985
2025,6,12,76,6.347725595618001
2025,6,12,77,7.0906652592105015
2025,6,12,78,7.116850339395499
2025,6,12,79,8.414122840848998
2025,6,12,80,6.486626579917
2025,6,12,81,11.437098518466499
2025,6,12,82,9.182466032992998
2025,6,12,83,9.631321290805497
2025,6,12,84,8.246784285657501
2025,6,12,85,5.292735257573501
2025,6,12,86,6.580943958423998
2025,6,12,87,5.699113235628999
2025,6,12,88,5.5144612806360005
2025,6,12,89,5.849631012065501
2025,6,12,90,6.857289053021001
2025,6,12,91,8.096137736065499
2025,6,12,92,5.877971501412999
2025,6,12,93,6.518270228156501
2025,6,12,94,5.329077905690001
2025,6,12,95,6.738632011452
2025,6,12,96,5.907202121865
