Year,Month,Day,Period,Value
2025,6,12,1,19.905547378364997
2025,6,12,2,19.905547378364997
2025,6,12,3,19.274247568487997
2025,6,12,4,19.274247568487997
2025,6,12,5,20.047650733918502
2025,6,12,6,0.018740669192118503
2025,6,12,7,18.740669192118496
2025,6,12,8,18.740669192118496
2025,6,12,9,18.631019745095998
2025,6,12,10,18.631019745095998
2025,6,12,11,18.631019745095998
2025,6,12,12,18.029394310532
2025,6,12,13,17.307374291685502
2025,6,12,14,17.307374291685502
2025,6,12,15,17.307374291685502
2025,6,12,16,16.695877634551497
2025,6,12,17,15.910697628023
2025,6,12,18,15.910697628023
2025,6,12,19,15.910697628023
2025,6,12,20,15.300920091610998
2025,6,12,21,14.773281460651999
2025,6,12,22,14.773281460651999
2025,6,12,23,14.773281460651999
2025,6,12,24,14.1313358187155
2025,6,12,25,13.3420598929915
2025,6,12,26,13.3420598929915
2025,6,12,27,13.3420598929915
2025,6,12,28,12.729555811444998
2025,6,12,29,12.333123123573998
2025,6,12,30,12.333123123573998
2025,6,12,31,12.333123123573998
2025,6,12,32,11.729828229927499
2025,6,12,33,11.691468780508
2025,6,12,34,11.691468780508
2025,6,12,35,11.691468780508
2025,6,12,36,11.691468780508
2025,6,12,37,11.944124206431999
2025,6,12,38,11.944124206431999
2025,6,12,39,11.944124206431999
2025,6,12,40,12.548363647468
2025,6,12,41,13.205999981124497
2025,6,12,42,13.205999981124497
2025,6,12,43,13.8123315023375
2025,6,12,44,13.8123315023375
2025,6,12,45,14.381178609688
2025,6,12,46,14.381178609688
2025,6,12,47,14.990760825985998
2025,6,12,48,14.990760825985998
2025,6,12,49,15.7740639226445
2025,6,12,50,15.7740639226445
2025,6,12,51,15.7740639226445
2025,6,12,52,16.378334259837
2025,6,12,53,16.351521060247997
2025,6,12,54,16.351521060247997
2025,6,12,55,16.351521060247997
2025,6,12,56,16.980013749115997
2025,6,12,57,16.5710969349915
2025,6,12,58,17.205694877937496
2025,6,12,59,17.205694877937496
2025,6,12,60,17.8113786826525
2025,6,12,61,17.923414853245
2025,6,12,62,17.923414853245
2025,6,12,63,17.923414853245
2025,6,12,64,17.291760849396
2025,6,12,65,16.8937436352355
2025,6,12,66,16.8937436352355
2025,6,12,67,16.2859368361085
2025,6,12,68,15.942397898124497
2025,6,12,69,15.292859593522499
2025,6,12,70,15.292859593522499
2025,6,12,71,14.684091705178497
2025,6,12,72,14.062847392022
2025,6,12,73,13.827448418624497
2025,6,12,74,13.827448418624497
2025,6,12,75,13.827448418624497
2025,6,12,76,13.827448418624497
2025,6,12,77,13.741592103530499
2025,6,12,78,13.741592103530499
2025,6,12,79,14.3442117109665
2025,6,12,80,14.9550970617015
2025,6,12,81,15.772009355355
2025,6,12,82,16.379834919965
2025,6,12,83,17.6125317425585
2025,6,12,84,17.6125317425585
2025,6,12,85,18.910327273095497
2025,6,12,86,18.910327273095497
2025,6,12,87,20.111238856637502
2025,6,12,88,20.111238856637502
2025,6,12,89,20.972258315293995
2025,6,12,90,20.972258315293995
2025,6,12,91,21.5995637348315
2025,6,12,92,21.5995637348315
2025,6,12,93,21.329593372433497
2025,6,12,94,21.329593372433497
2025,6,12,95,21.439392907163
2025,6,12,96,21.439392907163
